
/----------------------------------------------------------------------------------------------------------\
|Template Search Results                                                                                   |
\----------------------------------------------------------------------------------------------------------/

      Project : 1UDC5h
        Title : C0H5W3_BOTFU C0H5W3 Catalytic subunit of the PKA
      Created : today at 01:13
      Expires : June 15, 2021 at 01:13


/--------------------------------------------------------------------------------------------------------\
| Found Templates                                                                                        |
\--------------------------------------------------------------------------------------------------------/

                    ID                        Name    Seq ID  Seq Sim   Cov   Resolu      Method      GMQE  Found By 
---------------------------------------------------------------------------------------------------------------------
 5e4d675f1bdaba59ea1bef8437369327ef9e993b  1fot.1.A    70.032    0.528  0.651   2.800 X-ray           0.584 BLAST    
 dd6e11d94557d79898523b7179a04ed20636564a  1fot.1.A    70.032    0.528  0.651   2.800 X-ray           0.588 HHblits  
 c86c87166cc312f4612301a9e75df7b31355fa45  1jbp.1.A    52.698    0.464  0.647   2.200 X-ray           0.578 HHblits  
 86c4914edd3822f7654fd9225a6baa1daa43fcea  3pvb.1.A    52.698    0.464  0.647   3.300 X-ray           0.561 HHblits  
 25349f438b6bc19c2a39e6c2fb6b469ae1561af6  6f14.1.A    52.698    0.463  0.647   1.867 X-ray           0.571 HHblits  
 9c0c08af6031c11e39e923ccfe7d6b2c9b2ee1ab  3o7l.1.A    52.381    0.463  0.647   2.800 X-ray           0.560 HHblits  
 d6f94da31f0a121f0c967d086caab79bb14c0e55  4dg3.1.A    52.866    0.465  0.645   1.800 X-ray           0.580 HHblits  
 dd888b99fab66193f2de92c827b407852b631d9e  4dfy.1.A    52.866    0.465  0.645   2.997 X-ray           0.526 HHblits  
 6685a17de5a60ff7d0bceac389593e132744238a  6mm6.1.A    52.866    0.464  0.645   2.390 X-ray           0.554 HHblits  
 2d6533f79196b24c67b85c6bcafb491bc51fa36f  6mm5.1.A    52.866    0.464  0.645   1.950 X-ray           0.579 HHblits  
 36ada9bd9ebe3e3fb1e03921bed91c8ddabd5b65  1syk.1.A    52.063    0.462  0.647   2.800 X-ray           0.570 HHblits  
 830d0f94f5818ed453482e78b26ed5fe2fe2266f  2gu8.1.A    52.866    0.464  0.645   2.200 X-ray           0.574 HHblits  
 eeeccdfee221a24b9e3c239a7a9468a101cfdec6  5lcr.1.A    52.866    0.464  0.645   1.565 X-ray           0.580 HHblits  
 55937a35851de0de529a52c07e7db710cb0e8fdd  4wih.1.A    52.866    0.464  0.645   1.139 X-ray           0.581 HHblits  
 014c96acdc517adbf133cbd165d34da4d07d4e28  5lcq.1.A    52.866    0.464  0.645   1.423 X-ray           0.581 HHblits  
 833959c2db3d73829c0d56aa27b9a07771c0cd3e  5n1g.1.A    52.866    0.464  0.645   1.140 X-ray           0.578 HHblits  
 161776dbf3cdd47aa75136a0efeb15453c87b953  5m0l.1.A    52.866    0.464  0.645   1.465 X-ray           0.581 HHblits  
 7e47bf47b3084aaf64c57ef373c72669727f3165  6emd.1.A    52.866    0.464  0.645   1.910 X-ray           0.579 HHblits  
 0555aaad901d1a2d46ef0c9ab60384e6e904d67b  6esa.1.A    52.866    0.464  0.645   1.307 X-ray           0.579 HHblits  
 729ff3681e67180de30d5a2f80c69ad5d1d7e404  5ntj.1.A    52.866    0.464  0.645   1.560 X-ray           0.578 HHblits  
 8a114f7630f311975dd43b7b2200e284035e1385  3qam.1.A    52.548    0.463  0.645   1.920 X-ray           0.580 HHblits  
 98c7f917d275b2a989bef56f61a76570366d84a8  1apm.1.A    52.548    0.463  0.645   2.000 X-ray           0.575 HHblits  
 9b2489cb6073dda602c0a4df50e4305bc2afe060  4o21.1.A    52.548    0.463  0.645   1.950 X-ray           0.575 HHblits  
 cb421c72bf95f887fcd84df950751a7ee5dd0e33  5x3f.1.B    53.035    0.465  0.643   3.380 X-ray           0.514 HHblits  
 53d0819af0d9642b62de2e62f673d221f9c38d3c  6byr.2.A    52.548    0.463  0.645   3.661 X-ray           0.578 HHblits  
 7e09c2b3c92f397e311d4770c1d4f9cfe2432c30  4wb7.2.A    52.548    0.463  0.645   1.900 X-ray           0.581 HHblits  
 418de421cfe4c41cf130a2a9508a08432b4ac2c5  4wb7.1.A    52.548    0.463  0.645   1.900 X-ray           0.582 HHblits  
 f8747ae5a2111cf57d7353019e82d62bddfaba62  6byr.1.C    52.548    0.463  0.645   3.661 X-ray           0.578 HHblits  
 792d8861a8b28ff7878608faa853056c986eb473  6wjf.1.A    52.548    0.462  0.645   NA    EM              0.431 HHblits  
 3e30b3e7edef33584f5a3e1db90cc2c58a312dc2  6wjf.1.B    52.548    0.462  0.645   NA    EM              0.413 HHblits  
 8adbf3f327e4b4bc0673eff5c74e08c86fcdfc29  3fhi.1.A    52.548    0.462  0.645   2.000 X-ray           0.575 HHblits  
 61d2351f10080110c37121205210d0b35fbb699d  1rdq.1.A    52.548    0.462  0.645   1.260 X-ray           0.575 HHblits  
 829df502fe5fd132df712d186cd098d4b5729771  3l9m.1.A    52.229    0.462  0.645   1.900 X-ray           0.575 HHblits  
 ef6635efe7db3cf421be9f97aa6b9889c90b604d  1ydt.1.A    52.229    0.461  0.645   2.300 X-ray           0.577 HHblits  
 0ea64bd72dff4fef338c8864638bb1b3c6dd65d7  3mvj.1.A    52.716    0.463  0.643   2.490 X-ray           0.577 HHblits  
 e131171ceda65613b20517a2e77c31601ad25eeb  3mvj.2.A    52.716    0.463  0.643   2.490 X-ray           0.548 HHblits  
 b9ade72709dbb9afbe44f7bb467bf0ccf52def97  3mvj.3.A    52.716    0.463  0.643   2.490 X-ray           0.579 HHblits  
 c4e6c1ccbb893696e6a5422b9422f92396e44cd0  4ae6.1.A    52.716    0.463  0.643   2.100 X-ray           0.539 HHblits  
 f46d798d1f008006a6e05a64c8810a561c40ff34  4ae6.2.A    52.716    0.463  0.643   2.100 X-ray           0.546 HHblits  
 4b6302d6ae251d6396465b9b6ba87f793644281e  3ovv.1.A    52.716    0.463  0.643   1.580 X-ray           0.575 HHblits  
 02583ea70b08338046cfa8370d80836262046a46  3agm.1.A    52.716    0.463  0.643   2.000 X-ray           0.574 HHblits  
 1c9c49624890fd01d73621937802f24a3c877a3d  3agl.1.A    52.716    0.463  0.643   2.100 X-ray           0.573 HHblits  
 67253c92b20dc74d953787d03df1207cf834645e  3l9l.1.A    52.716    0.463  0.643   2.000 X-ray           0.571 HHblits  
 6e201232342aee5903ec005f9b720385e6ce134b  5izj.2.A    52.716    0.463  0.643   1.850 X-ray           0.555 HHblits  
 1e379a53b5581d55983c204c1f2d3aa34600fa60  5izj.1.A    52.716    0.463  0.643   1.850 X-ray           0.561 HHblits  
 24bed3e95ee88393c0c7d6e5201290255a6715a5  5n23.1.A    51.757    0.460  0.643   2.088 X-ray           0.557 HHblits  
 d269b8a1698f7c44db8f7ae44807bc9a4413ef23  1l3r.1.A    54.698    0.474  0.612   2.000 X-ray           0.544 HHblits  
 908ca263b4476cb0a256746eea49a258a351a9f0  1bx6.1.A    54.698    0.474  0.612   2.100 X-ray           0.531 HHblits  
 4a6087e3e3a2d308142f71f51ef23f450d5b5eb4  1bkx.1.A    54.698    0.474  0.612   2.600 X-ray           0.524 HHblits  
 24499abe8bc207f939c0688948a146c65fac5955  1fmo.1.A    54.698    0.474  0.612   2.200 X-ray           0.537 HHblits  
 918dc64527ab963f03fdaa717373c536d81df24d  1j3h.1.A    54.698    0.474  0.612   2.900 X-ray           0.516 HHblits  
